step,weight:l:0:0:0, weight:l:0:0:1, weight:l:0:0:2, weight:l:0:1:0, weight:l:0:1:1, weight:l:0:1:2, bias:l:0:0, bias:l:0:1, bias:l:0:2, weight:l:1:0:0, weight:l:1:0:1, weight:l:1:0:2, weight:l:1:1:0, weight:l:1:1:1, weight:l:1:1:2, weight:l:1:2:0, weight:l:1:2:1, weight:l:1:2:2, bias:l:1:0, bias:l:1:1, bias:l:1:2, weight:l:2:0:0, weight:l:2:0:1, weight:l:2:0:2, weight:l:2:1:0, weight:l:2:1:1, weight:l:2:1:2, weight:l:2:2:0, weight:l:2:2:1, weight:l:2:2:2, bias:l:2:0, bias:l:2:1, bias:l:2:2, weight:l:3:0:0, weight:l:3:1:0, weight:l:3:2:0, bias:l:3:0, error
10809,6.57131, -3.53729, 4.43773, -0.55135, 4.44593, 4.19598, -2.92838, -3.11361, -1.64872, 4.94374, -4.4211, 5.08932, -1.63165, 4.13108, 1.29023, 0.724425, 2.00463, 3.97731, -2.08679, -3.32392, -3.53289, 6.10933, 2.50774, 2.94985, -3.89926, 2.27616, 3.11714, 2.0141, 5.05182, 6.79366, -0.815523, -1.27561, -3.05838, -5.55544, 3.00209, 6.78067, -4.49406, 0.254842
10819,6.57129, -3.53743, 4.43794, -0.551603, 4.44602, 4.19598, -2.92844, -3.11356, -1.64862, 4.94378, -4.42131, 5.08949, -1.63188, 4.13126, 1.29008, 0.724244, 2.00464, 3.97732, -2.08677, -3.324, -3.53298, 6.10982, 2.50812, 2.95017, -3.89968, 2.27615, 3.11712, 2.01423, 5.05218, 6.79392, -0.815021, -1.2755, -3.05836, -5.55605, 3.00234, 6.78102, -4.49405, 0.254842
10829,6.57128, -3.53757, 4.43815, -0.551856, 4.44612, 4.19598, -2.9285, -3.11351, -1.64851, 4.94382, -4.42152, 5.08967, -1.63211, 4.13145, 1.28993, 0.724064, 2.00466, 3.97732, -2.08675, -3.32408, -3.53308, 6.1103, 2.5085, 2.95048, -3.90009, 2.27613, 3.11711, 2.01436, 5.05253, 6.79417, -0.81452, -1.2754, -3.05833, -5.55665, 3.00258, 6.78137, -4.49405, 0.254842
10839,6.57126, -3.53771, 4.43836, -0.552108, 4.44622, 4.19597, -2.92856, -3.11346, -1.64841, 4.94386, -4.42173, 5.08984, -1.63233, 4.13163, 1.28977, 0.723884, 2.00467, 3.97733, -2.08673, -3.32416, -3.53317, 6.11079, 2.50888, 2.9508, -3.9005, 2.27612, 3.11709, 2.01449, 5.05289, 6.79443, -0.814019, -1.2753, -3.05831, -5.55726, 3.00283, 6.78171, -4.49404, 0.254842
10849,6.57125, -3.53785, 4.43856, -0.552361, 4.44632, 4.19597, -2.92861, -3.11341, -1.64831, 4.9439, -4.42194, 5.09001, -1.63256, 4.13182, 1.28962, 0.723703, 2.00468, 3.97733, -2.08671, -3.32424, -3.53326, 6.11127, 2.50926, 2.95111, -3.90091, 2.2761, 3.11708, 2.01461, 5.05325, 6.79469, -0.813518, -1.27519, -3.05829, -5.55786, 3.00308, 6.78206, -4.49403, 0.254842
10859,6.57123, -3.53799, 4.43877, -0.552614, 4.44641, 4.19596, -2.92867, -3.11336, -1.6482, 4.94394, -4.42215, 5.09019, -1.63279, 4.132, 1.28947, 0.723523, 2.0047, 3.97734, -2.08669, -3.32432, -3.53335, 6.11176, 2.50964, 2.95143, -3.90133, 2.27609, 3.11706, 2.01474, 5.0536, 6.79495, -0.813018, -1.27509, -3.05826, -5.55846, 3.00332, 6.7824, -4.49403, 0.254842
10869,6.57121, -3.53813, 4.43898, -0.552867, 4.44651, 4.19596, -2.92873, -3.11331, -1.6481, 4.94398, -4.42237, 5.09036, -1.63302, 4.13218, 1.28932, 0.723343, 2.00471, 3.97735, -2.08667, -3.3244, -3.53344, 6.11224, 2.51002, 2.95174, -3.90174, 2.27607, 3.11705, 2.01487, 5.05396, 6.79521, -0.812518, -1.27499, -3.05824, -5.55907, 3.00357, 6.78275, -4.49402, 0.254842
10879,6.5712, -3.53827, 4.43919, -0.55312, 4.44661, 4.19595, -2.92879, -3.11326, -1.648, 4.94402, -4.42258, 5.09053, -1.63324, 4.13237, 1.28917, 0.723162, 2.00472, 3.97735, -2.08665, -3.32448, -3.53353, 6.11272, 2.5104, 2.95206, -3.90215, 2.27606, 3.11703, 2.01499, 5.05431, 6.79546, -0.812019, -1.27488, -3.05822, -5.55967, 3.00381, 6.7831, -4.49402, 0.254842
10889,6.57118, -3.53841, 4.4394, -0.553373, 4.44671, 4.19595, -2.92885, -3.1132, -1.64789, 4.94406, -4.42279, 5.09071, -1.63347, 4.13255, 1.28902, 0.722982, 2.00473, 3.97736, -2.08663, -3.32456, -3.53362, 6.11321, 2.51078, 2.95237, -3.90256, 2.27604, 3.11702, 2.01512, 5.05467, 6.79572, -0.81152, -1.27478, -3.05819, -5.56027, 3.00406, 6.78344, -4.49401, 0.254842
10899,6.57116, -3.53855, 4.4396, -0.553626, 4.4468, 4.19595, -2.9289, -3.11315, -1.64779, 4.9441, -4.423, 5.09088, -1.6337, 4.13273, 1.28887, 0.722801, 2.00475, 3.97736, -2.08661, -3.32464, -3.53371, 6.11369, 2.51116, 2.95268, -3.90297, 2.27603, 3.117, 2.01525, 5.05502, 6.79598, -0.811021, -1.27468, -3.05817, -5.56087, 3.0043, 6.78378, -4.49401, 0.254842
10909,6.57114, -3.53868, 4.43981, -0.553879, 4.4469, 4.19594, -2.92896, -3.1131, -1.64769, 4.94414, -4.42321, 5.09105, -1.63393, 4.13291, 1.28872, 0.722621, 2.00476, 3.97737, -2.08659, -3.32472, -3.5338, 6.11417, 2.51154, 2.953, -3.90338, 2.27602, 3.11699, 2.01538, 5.05538, 6.79623, -0.810524, -1.27458, -3.05815, -5.56147, 3.00455, 6.78413, -4.494, 0.254842
10919,6.57113, -3.53882, 4.44002, -0.554132, 4.447, 4.19594, -2.92902, -3.11305, -1.64758, 4.94418, -4.42342, 5.09122, -1.63415, 4.1331, 1.28857, 0.72244, 2.00477, 3.97737, -2.08658, -3.3248, -3.53389, 6.11465, 2.51192, 2.95331, -3.90379, 2.276, 3.11698, 2.01551, 5.05573, 6.79649, -0.810026, -1.27447, -3.05813, -5.56207, 3.00479, 6.78447, -4.49399, 0.254842
10929,6.57111, -3.53896, 4.44022, -0.554386, 4.4471, 4.19593, -2.92908, -3.113, -1.64748, 4.94421, -4.42363, 5.09139, -1.63438, 4.13328, 1.28842, 0.722259, 2.00478, 3.97738, -2.08656, -3.32488, -3.53398, 6.11514, 2.51229, 2.95362, -3.9042, 2.27599, 3.11696, 2.01563, 5.05608, 6.79674, -0.809529, -1.27437, -3.0581, -5.56267, 3.00504, 6.78481, -4.49399, 0.254842
10939,6.57109, -3.5391, 4.44043, -0.554639, 4.44719, 4.19593, -2.92914, -3.11295, -1.64738, 4.94425, -4.42384, 5.09157, -1.63461, 4.13346, 1.28827, 0.722079, 2.0048, 3.97738, -2.08654, -3.32496, -3.53407, 6.11562, 2.51267, 2.95393, -3.90461, 2.27597, 3.11695, 2.01576, 5.05644, 6.797, -0.809033, -1.27427, -3.05808, -5.56327, 3.00528, 6.78516, -4.49398, 0.254841
10949,6.57107, -3.53923, 4.44064, -0.554892, 4.44729, 4.19593, -2.9292, -3.1129, -1.64728, 4.94429, -4.42405, 5.09174, -1.63483, 4.13364, 1.28812, 0.721898, 2.00481, 3.97739, -2.08652, -3.32504, -3.53416, 6.1161, 2.51305, 2.95424, -3.90501, 2.27596, 3.11693, 2.01589, 5.05679, 6.79725, -0.808536, -1.27417, -3.05806, -5.56387, 3.00553, 6.7855, -4.49398, 0.254841
10959,6.57106, -3.53937, 4.44084, -0.555146, 4.44739, 4.19592, -2.92926, -3.11285, -1.64717, 4.94433, -4.42426, 5.09191, -1.63506, 4.13382, 1.28797, 0.721718, 2.00482, 3.97739, -2.08651, -3.32512, -3.53425, 6.11658, 2.51342, 2.95455, -3.90542, 2.27594, 3.11692, 2.01602, 5.05714, 6.79751, -0.808041, -1.27407, -3.05804, -5.56447, 3.00577, 6.78584, -4.49397, 0.254841
10969,6.57104, -3.53951, 4.44105, -0.555399, 4.44749, 4.19592, -2.92931, -3.1128, -1.64707, 4.94436, -4.42447, 5.09208, -1.63529, 4.134, 1.28782, 0.721537, 2.00483, 3.9774, -2.08649, -3.32519, -3.53434, 6.11706, 2.5138, 2.95486, -3.90583, 2.27593, 3.1169, 2.01615, 5.05749, 6.79776, -0.807546, -1.27396, -3.05801, -5.56506, 3.00601, 6.78618, -4.49396, 0.254841
10979,6.57102, -3.53964, 4.44126, -0.555653, 4.44758, 4.19591, -2.92937, -3.11274, -1.64697, 4.9444, -4.42468, 5.09225, -1.63551, 4.13419, 1.28767, 0.721356, 2.00484, 3.9774, -2.08647, -3.32527, -3.53442, 6.11754, 2.51417, 2.95517, -3.90624, 2.27591, 3.11689, 2.01628, 5.05784, 6.79801, -0.807051, -1.27386, -3.05799, -5.56566, 3.00626, 6.78652, -4.49396, 0.254841
10989,6.571, -3.53978, 4.44146, -0.555906, 4.44768, 4.19591, -2.92943, -3.11269, -1.64686, 4.94444, -4.42489, 5.09242, -1.63574, 4.13437, 1.28753, 0.721175, 2.00486, 3.97741, -2.08646, -3.32535, -3.53451, 6.11802, 2.51455, 2.95548, -3.90664, 2.2759, 3.11687, 2.0164, 5.05819, 6.79826, -0.806556, -1.27376, -3.05797, -5.56625, 3.0065, 6.78686, -4.49395, 0.254841
10999,6.57098, -3.53991, 4.44167, -0.55616, 4.44778, 4.1959, -2.92949, -3.11264, -1.64676, 4.94447, -4.4251, 5.09259, -1.63596, 4.13455, 1.28738, 0.720994, 2.00487, 3.97741, -2.08644, -3.32543, -3.5346, 6.1185, 2.51492, 2.95579, -3.90705, 2.27588, 3.11686, 2.01653, 5.05854, 6.79851, -0.806063, -1.27366, -3.05795, -5.56685, 3.00674, 6.7872, -4.49395, 0.254841
11009,6.57096, -3.54005, 4.44187, -0.556413, 4.44788, 4.1959, -2.92955, -3.11259, -1.64666, 4.94451, -4.42531, 5.09276, -1.63619, 4.13473, 1.28723, 0.720814, 2.00488, 3.97742, -2.08643, -3.32551, -3.53469, 6.11898, 2.5153, 2.9561, -3.90745, 2.27587, 3.11684, 2.01666, 5.05889, 6.79877, -0.805569, -1.27356, -3.05793, -5.56744, 3.00698, 6.78754, -4.49394, 0.254841
11019,6.57094, -3.54019, 4.44208, -0.556667, 4.44797, 4.1959, -2.92961, -3.11254, -1.64656, 4.94455, -4.42552, 5.09293, -1.63641, 4.13491, 1.28708, 0.720633, 2.00489, 3.97742, -2.08641, -3.32559, -3.53478, 6.11946, 2.51567, 2.95641, -3.90786, 2.27585, 3.11683, 2.01679, 5.05924, 6.79902, -0.805076, -1.27346, -3.05791, -5.56804, 3.00722, 6.78788, -4.49393, 0.254841
11029,6.57092, -3.54032, 4.44228, -0.556921, 4.44807, 4.19589, -2.92967, -3.11249, -1.64645, 4.94458, -4.42573, 5.0931, -1.63664, 4.13509, 1.28693, 0.720452, 2.0049, 3.97743, -2.08639, -3.32567, -3.53487, 6.11994, 2.51605, 2.95672, -3.90826, 2.27584, 3.11681, 2.01692, 5.05959, 6.79927, -0.804584, -1.27336, -3.05789, -5.56863, 3.00747, 6.78822, -4.49393, 0.254841
11039,6.5709, -3.54046, 4.44249, -0.557175, 4.44817, 4.19589, -2.92973, -3.11244, -1.64635, 4.94462, -4.42594, 5.09327, -1.63686, 4.13527, 1.28678, 0.720271, 2.00491, 3.97743, -2.08638, -3.32575, -3.53496, 6.12041, 2.51642, 2.95703, -3.90867, 2.27582, 3.1168, 2.01705, 5.05993, 6.79952, -0.804092, -1.27325, -3.05786, -5.56922, 3.00771, 6.78856, -4.49392, 0.254841
11049,6.57089, -3.54059, 4.44269, -0.557428, 4.44827, 4.19588, -2.92979, -3.11238, -1.64625, 4.94465, -4.42614, 5.09344, -1.63709, 4.13545, 1.28663, 0.72009, 2.00493, 3.97744, -2.08636, -3.32583, -3.53505, 6.12089, 2.51679, 2.95733, -3.90907, 2.27581, 3.11679, 2.01718, 5.06028, 6.79977, -0.8036, -1.27315, -3.05784, -5.56981, 3.00795, 6.7889, -4.49391, 0.254841
11059,6.57087, -3.54072, 4.4429, -0.557682, 4.44836, 4.19588, -2.92985, -3.11233, -1.64615, 4.94469, -4.42635, 5.09361, -1.63731, 4.13563, 1.28648, 0.719909, 2.00494, 3.97744, -2.08635, -3.32591, -3.53514, 6.12137, 2.51716, 2.95764, -3.90948, 2.27579, 3.11677, 2.01731, 5.06063, 6.80002, -0.803109, -1.27305, -3.05782, -5.5704, 3.00819, 6.78924, -4.49391, 0.254841
11069,6.57085, -3.54086, 4.4431, -0.557936, 4.44846, 4.19588, -2.92991, -3.11228, -1.64605, 4.94472, -4.42656, 5.09378, -1.63754, 4.13581, 1.28634, 0.719728, 2.00495, 3.97745, -2.08634, -3.32599, -3.53522, 6.12185, 2.51754, 2.95795, -3.90988, 2.27578, 3.11676, 2.01744, 5.06098, 6.80026, -0.802618, -1.27295, -3.0578, -5.57099, 3.00843, 6.78957, -4.4939, 0.25484
11079,6.57083, -3.54099, 4.44331, -0.55819, 4.44856, 4.19587, -2.92997, -3.11223, -1.64594, 4.94476, -4.42677, 5.09395, -1.63776, 4.13598, 1.28619, 0.719546, 2.00496, 3.97745, -2.08632, -3.32607, -3.53531, 6.12232, 2.51791, 2.95825, -3.91028, 2.27577, 3.11674, 2.01757, 5.06132, 6.80051, -0.802127, -1.27285, -3.05778, -5.57158, 3.00867, 6.78991, -4.49389, 0.25484
11089,6.57081, -3.54113, 4.44351, -0.558444, 4.44865, 4.19587, -2.93003, -3.11218, -1.64584, 4.94479, -4.42698, 5.09412, -1.63799, 4.13616, 1.28604, 0.719365, 2.00497, 3.97746, -2.08631, -3.32615, -3.5354, 6.1228, 2.51828, 2.95856, -3.91068, 2.27575, 3.11673, 2.01769, 5.06167, 6.80076, -0.801638, -1.27275, -3.05776, -5.57217, 3.00891, 6.79025, -4.49389, 0.25484
11099,6.57079, -3.54126, 4.44372, -0.558699, 4.44875, 4.19586, -2.93009, -3.11213, -1.64574, 4.94483, -4.42718, 5.09429, -1.63821, 4.13634, 1.28589, 0.719184, 2.00498, 3.97746, -2.08629, -3.32622, -3.53549, 6.12328, 2.51865, 2.95886, -3.91109, 2.27574, 3.11671, 2.01782, 5.06201, 6.80101, -0.801148, -1.27265, -3.05774, -5.57276, 3.00915, 6.79058, -4.49388, 0.25484
11109,6.57076, -3.54139, 4.44392, -0.558953, 4.44885, 4.19586, -2.93015, -3.11207, -1.64564, 4.94486, -4.42739, 5.09446, -1.63844, 4.13652, 1.28574, 0.719003, 2.00499, 3.97747, -2.08628, -3.3263, -3.53558, 6.12375, 2.51902, 2.95917, -3.91149, 2.27572, 3.1167, 2.01795, 5.06236, 6.80125, -0.800659, -1.27255, -3.05772, -5.57335, 3.00939, 6.79092, -4.49387, 0.25484
11119,6.57074, -3.54152, 4.44412, -0.559207, 4.44895, 4.19585, -2.93021, -3.11202, -1.64554, 4.94489, -4.4276, 5.09463, -1.63866, 4.1367, 1.2856, 0.718822, 2.005, 3.97747, -2.08627, -3.32638, -3.53567, 6.12423, 2.51939, 2.95947, -3.91189, 2.27571, 3.11668, 2.01808, 5.0627, 6.8015, -0.80017, -1.27245, -3.0577, -5.57394, 3.00963, 6.79125, -4.49387, 0.25484
11129,6.57072, -3.54166, 4.44433, -0.559461, 4.44904, 4.19585, -2.93027, -3.11197, -1.64543, 4.94493, -4.42781, 5.0948, -1.63888, 4.13688, 1.28545, 0.71864, 2.00501, 3.97748, -2.08626, -3.32646, -3.53575, 6.1247, 2.51976, 2.95978, -3.91229, 2.27569, 3.11667, 2.01821, 5.06305, 6.80175, -0.799682, -1.27235, -3.05768, -5.57452, 3.00987, 6.79159, -4.49386, 0.25484
11139,6.5707, -3.54179, 4.44453, -0.559716, 4.44914, 4.19585, -2.93033, -3.11192, -1.64533, 4.94496, -4.42801, 5.09496, -1.63911, 4.13705, 1.2853, 0.718459, 2.00502, 3.97748, -2.08624, -3.32654, -3.53584, 6.12518, 2.52013, 2.96008, -3.91269, 2.27568, 3.11665, 2.01834, 5.06339, 6.80199, -0.799194, -1.27225, -3.05766, -5.57511, 3.01011, 6.79192, -4.49385, 0.25484
11149,6.57068, -3.54192, 4.44473, -0.55997, 4.44924, 4.19584, -2.93039, -3.11187, -1.64523, 4.94499, -4.42822, 5.09513, -1.63933, 4.13723, 1.28515, 0.718277, 2.00503, 3.97748, -2.08623, -3.32662, -3.53593, 6.12565, 2.5205, 2.96039, -3.91309, 2.27566, 3.11664, 2.01847, 5.06373, 6.80224, -0.798707, -1.27215, -3.05764, -5.5757, 3.01035, 6.79226, -4.49385, 0.25484
11159,6.57066, -3.54205, 4.44494, -0.560225, 4.44933, 4.19584, -2.93046, -3.11182, -1.64513, 4.94503, -4.42843, 5.0953, -1.63955, 4.13741, 1.285, 0.718096, 2.00504, 3.97749, -2.08622, -3.3267, -3.53602, 6.12613, 2.52086, 2.96069, -3.91349, 2.27565, 3.11662, 2.0186, 5.06408, 6.80248, -0.79822, -1.27205, -3.05762, -5.57628, 3.01059, 6.79259, -4.49384, 0.25484
11169,6.57064, -3.54218, 4.44514, -0.560479, 4.44943, 4.19583, -2.93052, -3.11176, -1.64503, 4.94506, -4.42863, 5.09547, -1.63978, 4.13759, 1.28486, 0.717914, 2.00505, 3.97749, -2.08621, -3.32678, -3.5361, 6.1266, 2.52123, 2.96099, -3.91389, 2.27563, 3.11661, 2.01873, 5.06442, 6.80273, -0.797734, -1.27195, -3.0576, -5.57687, 3.01082, 6.79293, -4.49383, 0.25484
11179,6.57062, -3.54232, 4.44534, -0.560734, 4.44953, 4.19583, -2.93058, -3.11171, -1.64492, 4.94509, -4.42884, 5.09563, -1.64, 4.13776, 1.28471, 0.717733, 2.00506, 3.9775, -2.08619, -3.32685, -3.53619, 6.12707, 2.5216, 2.96129, -3.91429, 2.27562, 3.1166, 2.01887, 5.06476, 6.80297, -0.797248, -1.27185, -3.05758, -5.57745, 3.01106, 6.79326, -4.49382, 0.25484
11189,6.57059, -3.54245, 4.44554, -0.560988, 4.44963, 4.19583, -2.93064, -3.11166, -1.64482, 4.94512, -4.42905, 5.0958, -1.64022, 4.13794, 1.28456, 0.717551, 2.00507, 3.9775, -2.08618, -3.32693, -3.53628, 6.12755, 2.52197, 2.9616, -3.91469, 2.2756, 3.11658, 2.019, 5.0651, 6.80321, -0.796762, -1.27175, -3.05756, -5.57803, 3.0113, 6.79359, -4.49382, 0.25484
11199,6.57057, -3.54258, 4.44575, -0.561243, 4.44972, 4.19582, -2.9307, -3.11161, -1.64472, 4.94516, -4.42925, 5.09597, -1.64045, 4.13812, 1.28442, 0.71737, 2.00508, 3.97751, -2.08617, -3.32701, -3.53637, 6.12802, 2.52233, 2.9619, -3.91509, 2.27559, 3.11657, 2.01913, 5.06544, 6.80346, -0.796277, -1.27165, -3.05754, -5.57862, 3.01154, 6.79392, -4.49381, 0.25484
11209,6.57055, -3.54271, 4.44595, -0.561498, 4.44982, 4.19582, -2.93076, -3.11155, -1.64462, 4.94519, -4.42946, 5.09614, -1.64067, 4.13829, 1.28427, 0.717188, 2.00509, 3.97751, -2.08616, -3.32709, -3.53645, 6.12849, 2.5227, 2.9622, -3.91549, 2.27558, 3.11655, 2.01926, 5.06578, 6.8037, -0.795792, -1.27156, -3.05753, -5.5792, 3.01177, 6.79426, -4.4938, 0.25484
11219,6.57053, -3.54284, 4.44615, -0.561753, 4.44992, 4.19581, -2.93082, -3.1115, -1.64452, 4.94522, -4.42966, 5.0963, -1.64089, 4.13847, 1.28412, 0.717006, 2.0051, 3.97751, -2.08615, -3.32717, -3.53654, 6.12897, 2.52307, 2.9625, -3.91588, 2.27556, 3.11654, 2.01939, 5.06612, 6.80394, -0.795308, -1.27146, -3.05751, -5.57978, 3.01201, 6.79459, -4.4938, 0.254839
11229,6.57051, -3.54297, 4.44635, -0.562008, 4.45001, 4.19581, -2.93089, -3.11145, -1.64442, 4.94525, -4.42987, 5.09647, -1.64111, 4.13865, 1.28397, 0.716825, 2.00511, 3.97752, -2.08614, -3.32725, -3.53663, 6.12944, 2.52343, 2.9628, -3.91628, 2.27555, 3.11652, 2.01952, 5.06646, 6.80418, -0.794824, -1.27136, -3.05749, -5.58036, 3.01225, 6.79492, -4.49379, 0.254839
11239,6.57048, -3.5431, 4.44655, -0.562263, 4.45011, 4.1958, -2.93095, -3.1114, -1.64432, 4.94528, -4.43008, 5.09664, -1.64134, 4.13882, 1.28383, 0.716643, 2.00512, 3.97752, -2.08613, -3.32733, -3.53671, 6.12991, 2.5238, 2.9631, -3.91668, 2.27553, 3.11651, 2.01965, 5.0668, 6.80442, -0.79434, -1.27126, -3.05747, -5.58094, 3.01248, 6.79525, -4.49378, 0.254839
11249,6.57046, -3.54323, 4.44675, -0.562518, 4.45021, 4.1958, -2.93101, -3.11135, -1.64421, 4.94531, -4.43028, 5.0968, -1.64156, 4.139, 1.28368, 0.716461, 2.00513, 3.97753, -2.08612, -3.3274, -3.5368, 6.13038, 2.52416, 2.9634, -3.91707, 2.27552, 3.11649, 2.01978, 5.06714, 6.80466, -0.793857, -1.27116, -3.05745, -5.58152, 3.01272, 6.79558, -4.49377, 0.254839
11259,6.57044, -3.54336, 4.44696, -0.562773, 4.4503, 4.1958, -2.93107, -3.11129, -1.64411, 4.94534, -4.43049, 5.09697, -1.64178, 4.13917, 1.28354, 0.716279, 2.00514, 3.97753, -2.08611, -3.32748, -3.53689, 6.13085, 2.52453, 2.9637, -3.91747, 2.2755, 3.11648, 2.01991, 5.06748, 6.8049, -0.793374, -1.27106, -3.05743, -5.5821, 3.01296, 6.79591, -4.49377, 0.254839
11269,6.57041, -3.54349, 4.44716, -0.563028, 4.4504, 4.19579, -2.93113, -3.11124, -1.64401, 4.94537, -4.43069, 5.09713, -1.642, 4.13935, 1.28339, 0.716097, 2.00515, 3.97753, -2.0861, -3.32756, -3.53697, 6.13133, 2.52489, 2.964, -3.91787, 2.27549, 3.11646, 2.02004, 5.06782, 6.80514, -0.792892, -1.27096, -3.05741, -5.58268, 3.01319, 6.79624, -4.49376, 0.254839
11279,6.57039, -3.54361, 4.44736, -0.563284, 4.4505, 4.19579, -2.9312, -3.11119, -1.64391, 4.9454, -4.4309, 5.0973, -1.64222, 4.13952, 1.28324, 0.715915, 2.00516, 3.97754, -2.08609, -3.32764, -3.53706, 6.1318, 2.52525, 2.9643, -3.91826, 2.27547, 3.11645, 2.02018, 5.06815, 6.80538, -0.79241, -1.27087, -3.0574, -5.58326, 3.01343, 6.79657, -4.49375, 0.254839
11289,6.57037, -3.54374, 4.44756, -0.563539, 4.45059, 4.19578, -2.93126, -3.11114, -1.64381, 4.94543, -4.4311, 5.09747, -1.64244, 4.1397, 1.2831, 0.715733, 2.00517, 3.97754, -2.08608, -3.32772, -3.53715, 6.13227, 2.52562, 2.9646, -3.91866, 2.27546, 3.11644, 2.02031, 5.06849, 6.80562, -0.791929, -1.27077, -3.05738, -5.58383, 3.01366, 6.7969, -4.49374, 0.254839
11299,6.57034, -3.54387, 4.44776, -0.563794, 4.45069, 4.19578, -2.93132, -3.11108, -1.64371, 4.94546, -4.43131, 5.09763, -1.64267, 4.13987, 1.28295, 0.715551, 2.00518, 3.97754, -2.08607, -3.3278, -3.53723, 6.13274, 2.52598, 2.9649, -3.91905, 2.27545, 3.11642, 2.02044, 5.06883, 6.80586, -0.791447, -1.27067, -3.05736, -5.58441, 3.0139, 6.79723, -4.49374, 0.254839
11309,6.57032, -3.544, 4.44796, -0.56405, 4.45079, 4.19577, -2.93138, -3.11103, -1.64361, 4.94549, -4.43151, 5.0978, -1.64289, 4.14005, 1.2828, 0.715369, 2.00519, 3.97755, -2.08607, -3.32787, -3.53732, 6.13321, 2.52634, 2.96519, -3.91944, 2.27543, 3.11641, 2.02057, 5.06916, 6.8061, -0.790967, -1.27057, -3.05734, -5.58499, 3.01413, 6.79755, -4.49373, 0.254839
11319,6.5703, -3.54413, 4.44816, -0.564305, 4.45089, 4.19577, -2.93145, -3.11098, -1.64351, 4.94552, -4.43172, 5.09796, -1.64311, 4.14022, 1.28266, 0.715187, 2.0052, 3.97755, -2.08606, -3.32795, -3.53741, 6.13368, 2.5267, 2.96549, -3.91984, 2.27542, 3.11639, 2.0207, 5.0695, 6.80634, -0.790487, -1.27047, -3.05733, -5.58556, 3.01437, 6.79788, -4.49372, 0.254839
11329,6.57027, -3.54426, 4.44836, -0.564561, 4.45098, 4.19577, -2.93151, -3.11093, -1.64341, 4.94555, -4.43192, 5.09813, -1.64333, 4.1404, 1.28251, 0.715005, 2.00521, 3.97756, -2.08605, -3.32803, -3.53749, 6.13415, 2.52707, 2.96579, -3.92023, 2.2754, 3.11638, 2.02083, 5.06983, 6.80657, -0.790007, -1.27038, -3.05731, -5.58614, 3.0146, 6.79821, -4.49371, 0.254839
11339,6.57025, -3.54438, 4.44856, -0.564817, 4.45108, 4.19576, -2.93157, -3.11087, -1.64331, 4.94558, -4.43212, 5.09829, -1.64355, 4.14057, 1.28237, 0.714822, 2.00522, 3.97756, -2.08604, -3.32811, -3.53758, 6.13461, 2.52743, 2.96608, -3.92062, 2.27539, 3.11636, 2.02097, 5.07017, 6.80681, -0.789527, -1.27028, -3.05729, -5.58671, 3.01484, 6.79854, -4.49371, 0.254839
11349,6.57022, -3.54451, 4.44876, -0.565072, 4.45118, 4.19576, -2.93163, -3.11082, -1.6432, 4.94561, -4.43233, 5.09846, -1.64377, 4.14074, 1.28222, 0.71464, 2.00522, 3.97756, -2.08603, -3.32819, -3.53766, 6.13508, 2.52779, 2.96638, -3.92102, 2.27537, 3.11635, 2.0211, 5.0705, 6.80705, -0.789048, -1.27018, -3.05727, -5.58728, 3.01507, 6.79886, -4.4937, 0.254839
11359,6.5702, -3.54464, 4.44896, -0.565328, 4.45127, 4.19575, -2.9317, -3.11077, -1.6431, 4.94564, -4.43253, 5.09862, -1.64399, 4.14092, 1.28208, 0.714458, 2.00523, 3.97757, -2.08603, -3.32826, -3.53775, 6.13555, 2.52815, 2.96668, -3.92141, 2.27536, 3.11633, 2.02123, 5.07084, 6.80728, -0.78857, -1.27008, -3.05726, -5.58786, 3.0153, 6.79919, -4.49369, 0.254838
11369,6.57017, -3.54476, 4.44916, -0.565584, 4.45137, 4.19575, -2.93176, -3.11072, -1.643, 4.94567, -4.43274, 5.09879, -1.64421, 4.14109, 1.28193, 0.714275, 2.00524, 3.97757, -2.08602, -3.32834, -3.53783, 6.13602, 2.52851, 2.96697, -3.9218, 2.27535, 3.11632, 2.02136, 5.07117, 6.80752, -0.788092, -1.26999, -3.05724, -5.58843, 3.01554, 6.79952, -4.49368, 0.254838
11379,6.57015, -3.54489, 4.44936, -0.56584, 4.45147, 4.19575, -2.93182, -3.11066, -1.6429, 4.94569, -4.43294, 5.09895, -1.64443, 4.14126, 1.28178, 0.714093, 2.00525, 3.97757, -2.08601, -3.32842, -3.53792, 6.13649, 2.52887, 2.96727, -3.92219, 2.27533, 3.11631, 2.0215, 5.0715, 6.80775, -0.787614, -1.26989, -3.05722, -5.589, 3.01577, 6.79984, -4.49368, 0.254838
11389,6.57012, -3.54502, 4.44956, -0.566096, 4.45156, 4.19574, -2.93189, -3.11061, -1.6428, 4.94572, -4.43314, 5.09911, -1.64465, 4.14144, 1.28164, 0.71391, 2.00526, 3.97758, -2.08601, -3.3285, -3.53801, 6.13696, 2.52923, 2.96756, -3.92258, 2.27532, 3.11629, 2.02163, 5.07184, 6.80799, -0.787136, -1.26979, -3.05721, -5.58957, 3.016, 6.80017, -4.49367, 0.254838
