step,weight:l:0:0:0, weight:l:0:1:0, weight:l:0:2:0, weight:l:0:3:0, bias:l:0:0, error
-0.50863,0.00898604,0.195163,0.222567
-0.461399,0.16385,0.155673,0.138121
-0.343923,0.270098,0.0850248,0.049848
-0.185554,0.320802,0.0298437,-0.0232259
-0.0114121,0.333237,-0.00167145,-0.0683254
0.162231,0.319451,-0.0295638,-0.0819867
0.320696,0.273219,-0.0751708,-0.0702232
0.44283,0.179687,-0.136721,-0.0458553
0.502753,0.0409612,-0.177554,-0.0239412
0.484235,-0.10861,-0.16129,-0.0168118
0.393721,-0.225132,-0.102685,-0.0302783
0.255077,-0.291028,-0.0465994,-0.062156
0.0928491,-0.317793,-0.0140357,-0.103466
-0.0769044,-0.321338,0.0060077,-0.141814
-0.243019,-0.302452,0.0367773,-0.16577
-0.389977,-0.245117,0.093108,-0.16882
-0.492778,-0.134118,0.158356,-0.151604
-0.524712,0.0171503,0.184335,-0.121818
-0.475561,0.1632,0.146532,-0.0918471
-0.360266,0.263057,0.0796873,-0.0749103
-0.206614,0.310477,0.0277438,-0.0809485
-0.0382386,0.322099,-0.00141711,-0.113454
0.129822,0.309937,-0.0261349,-0.168143
0.284454,0.268992,-0.0666246,-0.233758
0.406668,0.184821,-0.12406,-0.294694
0.471996,0.0557705,-0.168297,-0.334653
0.462607,-0.0905262,-0.16313,-0.34032
0.3805,-0.212782,-0.113833,-0.304195
0.245679,-0.289114,-0.0590937,-0.225988
0.0819381,-0.324696,-0.0215148,-0.112468
-0.0924893,-0.330748,0.00780259,0.023997
-0.262146,-0.30452,0.0516162,0.167679
-0.405787,-0.228709,0.120133,0.301977
-0.493637,-0.0940396,0.184949,0.411663
-0.499439,0.0735162,0.19464,0.484651
-0.419157,0.222544,0.142975,0.513169
-0.273103,0.320457,0.0788403,0.49441
-0.088503,0.371642,0.0371166,0.430692
0.114265,0.390766,0.00620979,0.329179
0.317829,0.370673,-0.0517298,0.201129
0.493494,0.278143,-0.157892,0.06061
0.595919,0.0945349,-0.258063,-0.0772571
0.585983,-0.131532,-0.254079,-0.198413
0.464773,-0.312484,-0.155859,-0.291988
0.270223,-0.41004,-0.0651461,-0.352032
0.0415325,-0.448672,-0.0223726,-0.378383
-0.198172,-0.452782,0.0130602,-0.376371
-0.4275,-0.401319,0.103527,-0.355291
-0.604045,-0.244714,0.251255,-0.325894
-0.668754,0.0113813,0.328912,-0.297496
-0.592902,0.262406,0.239771,-0.275408
-0.409518,0.409808,0.0941596,-0.259456
-0.177382,0.455872,0.0101968,-0.244059
0.063374,0.449717,-0.0241415,-0.219971
0.291749,0.40694,-0.0727644,-0.177309
0.482329,0.299513,-0.170609,-0.109057
0.593532,0.107217,-0.265026,-0.0140564
0.589226,-0.121882,-0.253986,0.101464
0.473919,-0.298331,-0.145747,0.224417
0.290131,-0.38175,-0.0432348,0.337464
0.0823373,-0.396368,0.0101159,0.423109
-0.122371,-0.373171,0.0424347,0.468204
-0.305992,-0.314187,0.091193,0.467546
-0.445437,-0.20304,0.160604,0.425471
-0.511787,-0.0412531,0.205915,0.354814
-0.487405,0.129946,0.181926,0.273424
-0.381788,0.259036,0.110521,0.199146
-0.223953,0.32864,0.0471602,0.144744
-0.0419537,0.354499,0.0114238,0.11433
0.145983,0.352238,-0.0165443,0.102528
0.324472,0.315511,-0.0666613,0.0967563
0.46959,0.221752,-0.145743,0.0820568
0.547893,0.06509,-0.209166,0.0470353
0.534361,-0.114626,-0.197971,-0.011039
0.433222,-0.257185,-0.124989,-0.0837613
0.273502,-0.336647,-0.0550283,-0.152837
0.0855538,-0.368766,-0.017731,-0.194983
-0.111697,-0.373775,0.00638355,-0.189221
-0.304127,-0.347049,0.0541609,-0.124381
-0.468054,-0.259872,0.143332,-0.00439605
-0.565265,-0.0950615,0.230039,0.150543
-0.561535,0.109744,0.233938,0.30772
-0.455013,0.281614,0.155422,0.429778
-0.2761,0.383255,0.0748389,0.484633
-0.0593012,0.430493,0.0321781,0.454548
0.173073,0.443219,-0.00335165,0.341578
0.399941,0.40221,-0.0895485,0.16758
0.580261,0.258183,-0.236739,-0.0314064
0.654247,0.00789578,-0.330272,-0.214878
0.586665,-0.253439,-0.261768,-0.348839
0.402226,-0.424018,-0.124672,-0.414737
0.155273,-0.498047,-0.0430363,-0.41365
-0.115116,-0.519001,-0.00443125,-0.364462
-0.383989,-0.485529,0.0802573,-0.296683
-0.608049,-0.335602,0.259392,-0.240224
-0.714241,-0.0457854,0.397174,-0.215469
-0.652324,0.267543,0.312653,-0.22685
-0.452627,0.459917,0.123162,-0.262009
-0.189321,0.519697,0.0122618,-0.29679
0.0850151,0.511678,-0.0304285,-0.30437
0.34322,0.455037,-0.0978881,-0.265454
0.550527,0.30932,-0.232224,-0.17606
0.651841,0.058687,-0.335571,-0.0502355
0.609116,-0.211653,-0.276869,0.0833656
0.444314,-0.38951,-0.126057,0.190004
0.216945,-0.455341,-0.0230802,0.239787
-0.0259307,-0.457118,0.0190565,0.217456
-0.259825,-0.421211,0.0622879,0.127822
-0.460968,-0.32628,0.152774,-0.00498671
-0.589876,-0.146255,0.255062,-0.144279
-0.606953,0.0830338,0.264378,-0.251483
-0.509117,0.272318,0.164437,-0.297369
-0.335141,0.369853,0.056519,-0.270347
-0.130693,0.395303,0.00113584,-0.179263
0.0767882,0.386072,-0.0220478,-0.049976
0.273082,0.35129,-0.0567499,0.0830676
0.440122,0.270194,-0.126964,0.187472
0.547425,0.124454,-0.203204,0.24235
0.564841,-0.060397,-0.215567,0.243703
0.487811,-0.221098,-0.148491,0.204218
0.342721,-0.315442,-0.0652382,0.147828
0.164658,-0.350591,-0.0143948,0.101052
-0.0221598,-0.352398,0.0103046,0.0840099
-0.203826,-0.33046,0.0393913,0.104058
-0.364986,-0.27083,0.0956973,0.153911
-0.480305,-0.154858,0.167032,0.214658
-0.520544,0.00768512,0.201201,0.262449
-0.472297,0.169551,0.165498,0.276535
-0.349494,0.284582,0.0951011,0.246037
-0.181133,0.344073,0.0396702,0.173369
0.00749462,0.364549,0.00671476,0.0734105
0.198992,0.354423,-0.0296547,-0.031098
0.374288,0.298817,-0.0963183,-0.116336
0.503106,0.17575,-0.182481,-0.164201
0.55017,-0.00392775,-0.224569,-0.167126
0.499128,-0.182607,-0.18022,-0.129663
0.367137,-0.304106,-0.0950296,-0.0666226
0.189112,-0.359887,-0.031338,0.00143386
-0.00583837,-0.372471,0.00283104,0.0539084
-0.199479,-0.354959,0.0368421,0.0754703
-0.37377,-0.295213,0.0985078,0.0596368
-0.500735,-0.173404,0.177443,0.00991838
-0.548151,-0.000543621,0.214162,-0.061495
-0.501906,0.168934,0.169781,-0.136966
-0.379439,0.282019,0.0864074,-0.197682
-0.215093,0.330257,0.0228728,-0.227991
-0.0376643,0.336057,-0.00973472,-0.218945
0.135941,0.317156,-0.0330843,-0.170412
0.293067,0.271767,-0.0697402,-0.0913539
0.416442,0.187237,-0.12176,0.00181556
0.484003,0.0625919,-0.160616,0.0885835
0.48026,-0.0755241,-0.152279,0.14886
0.408701,-0.187736,-0.101931,0.167799
0.289916,-0.253478,-0.047001,0.139822
0.147639,-0.279521,-0.0120008,0.0707478
-0.00158704,-0.282319,0.00566055,-0.0228088
-0.148305,-0.270285,0.0216065,-0.116959
-0.283934,-0.238479,0.050446,-0.186423
-0.394856,-0.174641,0.0941737,-0.211385
-0.462168,-0.0741919,0.13339,-0.18345
-0.469781,0.0463132,0.139607,-0.108854
-0.415164,0.155626,0.108034,-0.00766447
-0.311106,0.231443,0.063724,0.091154
-0.176442,0.273021,0.0304698,0.157681
-0.0265211,0.29111,0.0105094,0.169784
0.128261,0.291319,-0.0100368,0.12003
0.276994,0.265649,-0.0481126,0.0185127
0.401624,0.197046,-0.107306,-0.1095
0.47656,0.0784287,-0.161416,-0.230598
0.479715,-0.0677087,-0.16965,-0.312909
0.40764,-0.19862,-0.126923,-0.335429
0.277379,-0.285785,-0.0705459,-0.294053
0.112961,-0.330136,-0.0299282,-0.202328
-0.0663236,-0.343713,-0.000828361,-0.0866452
-0.245041,-0.326183,0.0405414,0.0225446
-0.40261,-0.259525,0.11047,0.100565
-0.50822,-0.128903,0.185445,0.136091
-0.531495,0.0438944,0.206017,0.13392
-0.464356,0.202187,0.152585,0.112025
-0.32775,0.303331,0.0765516,0.0940006
-0.15345,0.348461,0.0256892,0.0996421
0.0347391,0.35945,-0.000794039,0.137089
0.222213,0.345109,-0.0316939,0.199425
0.39254,0.290139,-0.0928401,0.267062
0.518024,0.172656,-0.173311,0.315104
0.565795,0.00222581,-0.21279,0.323049
0.520596,-0.166969,-0.170512,0.283235
0.398891,-0.281303,-0.0885055,0.204807
0.234245,-0.332471,-0.0274146,0.111493
0.0542688,-0.344071,0.0011383,0.0337484
-0.125838,-0.334224,0.0211695,-0.00208834
-0.294537,-0.298033,0.0608199,0.0162209
-0.432739,-0.214888,0.127539,0.0814191
-0.511958,-0.0759868,0.187133,0.168153
-0.508382,0.0896663,0.188144,0.24101
-0.421518,0.230452,0.130796,0.266641
-0.274214,0.317108,0.0655232,0.225821
-0.0945414,0.356258,0.0231689,0.121176
0.0968067,0.362896,-0.00813507,-0.0223684
0.282886,0.333548,-0.058348,-0.164884
0.439277,0.245964,-0.140068,-0.264261
0.530937,0.0899478,-0.213379,-0.29034
0.528805,-0.0978028,-0.21196,-0.23554
0.433405,-0.252104,-0.137601,-0.118271
0.274243,-0.338082,-0.0571767,0.0222326
0.085953,-0.366885,-0.0080741,0.138107
-0.107419,-0.359792,0.0241399,0.188124
-0.288509,-0.318507,0.0693894,0.151008
-0.435483,-0.22749,0.136805,0.0323906
-0.519639,-0.0828775,0.190808,-0.136854
-0.519721,0.0810608,0.180586,-0.310311
-0.440069,0.210081,0.111701,-0.44046
-0.308611,0.276379,0.038494,-0.493079
-0.156945,0.290745,-0.00594922,-0.456934
-0.00616875,0.276591,-0.026112,-0.345799
0.132967,0.247745,-0.0392403,-0.192537
0.253362,0.204911,-0.0577972,-0.0376035
0.346282,0.142885,-0.08272,0.0838453
0.400981,0.0610887,-0.102584,0.15185
0.409309,-0.0296452,-0.102968,0.165435
0.371256,-0.111153,-0.0816839,0.13951
0.295798,-0.169764,-0.0510953,0.096629
0.196161,-0.203218,-0.0246925,0.0570974
0.0843427,-0.217083,-0.00671843,0.0313208
-0.0309577,-0.217042,0.00681252,0.0172318
-0.142911,-0.204105,0.022495,0.003498
-0.243879,-0.174577,0.0443972,-0.0230888
-0.323851,-0.124175,0.0697856,-0.0693131
-0.371791,-0.0544457,0.0881838,-0.129957
-0.379975,0.0235324,0.0884708,-0.18751
-0.348332,0.0934142,0.0698427,-0.217624
-0.284721,0.143246,0.0430488,-0.198472
-0.200704,0.171187,0.0202496,-0.120466
-0.106515,0.183079,0.00668983,0.0075405
-0.00863167,0.186247,0.000487185,0.158319
0.0896098,0.184678,-0.00403991,0.293136
0.185582,0.176936,-0.0134993,0.373431
0.2745,0.156573,-0.0326317,0.373444
0.347522,0.115557,-0.0602882,0.289353
0.392511,0.0507496,-0.0865301,0.141589
0.398301,-0.0304459,-0.0974143,-0.0307634
0.360253,-0.111987,-0.0873115,-0.181812
0.282452,-0.1789,-0.0642774,-0.273068
0.174706,-0.22514,-0.0404761,-0.28528
0.0477638,-0.252074,-0.0205432,-0.223877
-0.0886678,-0.260845,0.000674185,-0.116245
-0.22394,-0.246088,0.032757,-0.00180271
-0.342795,-0.196628,0.0792931,0.0816165
-0.424651,-0.106166,0.125643,0.110374
-0.450137,0.0122722,0.142673,0.0822955
-0.412332,0.126972,0.117172,0.0162066
-0.321575,0.20926,0.0692473,-0.0559179
-0.198041,0.251797,0.0271182,-0.101253
-0.0606249,0.264084,0.000714424,-0.0983944
0.0778006,0.256897,-0.016997,-0.0452033
0.208058,0.232747,-0.0377088,0.040535
0.319998,0.186255,-0.0676165,0.1278
0.400183,0.112275,-0.0999821,0.18388
0.434912,0.0166276,-0.116701,0.186549
0.417346,-0.0814081,-0.105393,0.132458
0.352125,-0.160701,-0.0742393,0.0386595
0.252304,-0.212178,-0.0423799,-0.0632854
0.131906,-0.240031,-0.020718,-0.138546
0.00125913,-0.252038,-0.00648532,-0.161577
-0.132168,-0.250074,0.0109322,-0.12547
-0.259424,-0.226684,0.0420617,-0.0447041
-0.365946,-0.169562,0.0873426,0.0497859
-0.432037,-0.0744151,0.128208,0.121582
-0.440774,0.0426732,0.137049,0.141981
-0.388537,0.150532,0.107299,0.100796
-0.287481,0.224925,0.0612353,0.0108853
-0.157288,0.261784,0.0222674,-0.0953179
-0.0157743,0.269503,-0.00478281,-0.176292
0.123781,0.254892,-0.028315,-0.195516
0.24972,0.217249,-0.0569655,-0.134498
0.348784,0.152699,-0.0892671,-0.000353037
0.407028,0.0644557,-0.110644,0.174699
0.415695,-0.0308926,-0.105363,0.341923
0.377147,-0.110419,-0.0748004,0.45018
0.304246,-0.159751,-0.0369584,0.461244
0.213355,-0.17987,-0.00862068,0.36161
0.117294,-0.181472,0.0049926,0.167305
0.0226915,-0.176,0.00740286,-0.0797326
-0.0688002,-0.170357,0.00538001,-0.322486
-0.157566,-0.165281,0.00611993,-0.503688
-0.242777,-0.155601,0.015811,-0.580392
-0.319697,-0.132194,0.0372161,-0.534323
-0.378675,-0.0866547,0.06595,-0.375486
-0.407257,-0.0179732,0.0896439,-0.138511
-0.395359,0.063889,0.0958106,0.12674
-0.340175,0.143019,0.083455,0.367447
-0.246639,0.207809,0.0633222,0.539663
-0.123354,0.255915,0.0456562,0.616884
0.0214036,0.289314,0.0300131,0.59375
0.179351,0.304256,0.00383522,0.48467
0.336905,0.283697,-0.050409,0.318453
0.468744,0.202859,-0.132727,0.130721
0.539862,0.056371,-0.199133,-0.0438887
0.523612,-0.117038,-0.193715,-0.178114
0.421685,-0.258717,-0.127248,-0.256051
0.260381,-0.341573,-0.0604607,-0.27439
0.0686478,-0.377996,-0.0220536,-0.241179
-0.134065,-0.38439,0.00756535,-0.172722
-0.331031,-0.352076,0.0656428,-0.0894307
-0.494185,-0.250498,0.164478,-0.0114522
-0.581901,-0.069282,0.246053,0.045131
-0.562449,0.140322,0.228793,0.0709002
-0.442243,0.300364,0.133776,0.0640675
-0.258786,0.381088,0.0490981,0.029705
-0.0491972,0.405278,0.00570308,-0.0224944
0.163828,0.39555,-0.0277427,-0.0812889
0.361417,0.342195,-0.0931294,-0.136913
0.512944,0.21643,-0.191785,-0.183174
0.577894,0.0202998,-0.252536,-0.218026
0.532913,-0.184332,-0.211046,-0.242524
0.393687,-0.328097,-0.114646,-0.258654
0.198939,-0.398127,-0.0440035,-0.267011
-0.0192107,-0.422024,-0.0101344,-0.265356
-0.241594,-0.413204,0.0301169,-0.248877
-0.445911,-0.346105,0.121892,-0.212224
-0.590904,-0.184227,0.244832,-0.152714
-0.627834,0.0508543,0.287732,-0.0734033
-0.540522,0.266656,0.201155,0.0153971
-0.361568,0.393212,0.0855491,0.097228
-0.138579,0.44098,0.0226691,0.153369
0.097584,0.447931,-0.00692493,0.1686
0.32829,0.416141,-0.0650897,0.13702
0.523727,0.305281,-0.186056,0.0657819
0.632912,0.0910386,-0.299299,-0.0249572
0.612715,-0.16455,-0.279721,-0.10647
0.470178,-0.356137,-0.154311,-0.149371
0.253809,-0.447203,-0.0519918,-0.132768
0.00879556,-0.47276,-0.00590874,-0.0517499
-0.238875,-0.457066,0.0414658,0.0794748
-0.462333,-0.371986,0.151276,0.230223
-0.612695,-0.175899,0.292949,0.361411
-0.634884,0.0965864,0.324353,0.436867
-0.517091,0.331971,0.208896,0.434467
-0.302531,0.461186,0.0838311,0.353543
-0.0438847,0.508095,0.0224392,0.21601
0.225999,0.505131,-0.0291541,0.0606065
0.476585,0.424344,-0.153863,-0.0682205
0.651361,0.210844,-0.329807,-0.133433
0.68256,-0.0990923,-0.372335,-0.116527
0.554779,-0.362441,-0.224269,-0.0231821
0.322898,-0.491732,-0.0686304,0.118273
0.0524214,-0.520827,0.00271904,0.265109
-0.218357,-0.495844,0.0538766,0.372517
-0.459272,-0.398963,0.165601,0.406194
-0.62024,-0.188446,0.311313,0.35141
-0.645275,0.0974391,0.336344,0.216009
-0.525565,0.335845,0.203753,0.0268403
-0.311261,0.454253,0.0644902,-0.178806
-0.0613987,0.480659,-0.00466464,-0.36372
0.187983,0.455638,-0.0520203,-0.499878
0.409794,0.370164,-0.141616,-0.573504
0.563206,0.192585,-0.260678,-0.585148
0.601227,-0.054383,-0.298815,-0.545593
0.509703,-0.278607,-0.209155,-0.469784
0.322549,-0.412305,-0.0937295,-0.37138
0.0876469,-0.466762,-0.0296419,-0.259951
-0.162817,-0.474425,0.0122839,-0.141466
-0.403758,-0.423587,0.102887,-0.0212358
-0.591749,-0.264832,0.256765,0.0926344
-0.664823,0.00172453,0.347103,0.187435
-0.589438,0.271046,0.263028,0.247101
-0.396195,0.438198,0.115649,0.256574
-0.143995,0.503437,0.0321442,0.207805
0.126517,0.513723,-0.00883922,0.10502
0.38921,0.466882,-0.0972829,-0.0332172
0.600028,0.305279,-0.268814,-0.17659
0.689659,0.0166407,-0.385083,-0.290088
0.615443,-0.284377,-0.296858,-0.343622
0.408935,-0.471862,-0.127878,-0.321126
0.13687,-0.543427,-0.034251,-0.226012
-0.154787,-0.552783,0.0130559,-0.0808697
-0.435303,-0.491736,0.125246,0.0787964
-0.650199,-0.291056,0.329387,0.214993
-0.719416,0.0439944,0.429649,0.298504
-0.606936,0.360531,0.287449,0.317326
-0.363597,0.53267,0.102522,0.279465
-0.0643846,0.587026,0.0206184,0.209213
0.246457,0.580451,-0.0355165,0.138186
0.532705,0.478839,-0.194676,0.094254
0.722991,0.207865,-0.419201,0.0921533
0.733912,-0.168728,-0.433948,0.129
0.560408,-0.455384,-0.215456,0.186162
0.282838,-0.568962,-0.0418497,0.236718
-0.0230276,-0.578969,0.01918,0.255762
-0.319507,-0.532648,0.0857614,0.229834
-0.568526,-0.385406,0.247804,0.162105
-0.702428,-0.098279,0.402667,0.0714689
-0.664913,0.231661,0.344794,-0.0141039
-0.476947,0.450933,0.151958,-0.0675397
-0.212654,0.530553,0.0284153,-0.0723798
0.0710484,0.535979,-0.016124,-0.0287488
0.345428,0.491894,-0.0837461,0.0465632
0.574002,0.350019,-0.237665,0.125936
0.693051,0.0803155,-0.373332,0.180589
0.652879,-0.223755,-0.315523,0.19065
0.474535,-0.425072,-0.140548,0.152036
0.225788,-0.499119,-0.0272021,0.0777567
-0.0414024,-0.505696,0.0123002,-0.00681344
-0.301891,-0.471952,0.0641488,-0.0729551
-0.5265,-0.358763,0.192273,-0.0986968
-0.660484,-0.127519,0.331598,-0.0764092
-0.651429,0.160037,0.319845,-0.0152638
-0.503613,0.377396,0.172571,0.0622376
-0.273089,0.476938,0.052938,0.128312
-0.0122039,0.502921,0.00592448,0.159591
0.25159,0.488209,-0.0392548,0.144968
0.491187,0.400296,-0.159909,0.0888551
0.652851,0.187214,-0.322817,0.00879443
0.674141,-0.111135,-0.353078,-0.071563
0.54396,-0.360479,-0.2118,-0.131417
0.314833,-0.485533,-0.0715008,-0.160361
0.0460492,-0.522354,-0.0119131,-0.161702
-0.229429,-0.512996,0.0331121,-0.150354
-0.483546,-0.430392,0.154021,-0.146119
-0.661429,-0.216449,0.330657,-0.164919
-0.695372,0.0943604,0.373462,-0.211332
-0.570181,0.356718,0.220893,-0.275366
-0.3425,0.480837,0.0602918,-0.334892
-0.0797203,0.502628,-0.0109222,-0.363079
0.180425,0.475531,-0.0504705,-0.338321
0.413517,0.393703,-0.134903,-0.253125
0.580465,0.219342,-0.260104,-0.118674
0.632022,-0.0313525,-0.307831,0.0368086
0.550993,-0.261154,-0.212769,0.175658
0.373518,-0.390699,-0.0807104,0.262014
0.153939,-0.428783,-0.00556916,0.273076
-0.0715727,-0.41945,0.0267123,0.20664
-0.283826,-0.377142,0.0691376,0.0823304
-0.460824,-0.280454,0.1499,-0.0639533
-0.567942,-0.113011,0.229435,-0.190697
-0.574294,0.0887165,0.227567,-0.263124
-0.480917,0.251896,0.142109,-0.263318
-0.321489,0.338014,0.0529875,-0.194957
-0.134042,0.364083,0.00606658,-0.0812693
0.0583303,0.36061,-0.0139356,0.0429425
0.243525,0.335656,-0.0425919,0.14246
0.406332,0.271197,-0.103442,0.192306
0.519727,0.146634,-0.178747,0.184487
0.553267,-0.0240689,-0.207971,0.128833
0.495651,-0.186959,-0.161048,0.0479634
0.365179,-0.295247,-0.0842722,-0.031612
0.19358,-0.345891,-0.0304601,-0.0890432
0.00565963,-0.360968,-0.00369439,-0.115992
-0.183919,-0.352035,0.0239318,-0.118491
-0.360022,-0.305637,0.0811793,-0.113296
-0.496207,-0.197223,0.164427,-0.120152
-0.558073,-0.0291405,0.216355,-0.152856
-0.525484,0.147677,0.184215,-0.212343
-0.411011,0.272805,0.0992576,-0.284448
-0.249202,0.328622,0.0271914,-0.343286
-0.0721065,0.335528,-0.0115491,-0.359357
0.100774,0.314905,-0.0351654,-0.309773
0.256705,0.270402,-0.0656574,-0.187244
0.381077,0.193822,-0.10783,-0.00471273
0.455806,0.0839368,-0.141109,0.206097
0.467585,-0.0387543,-0.136842,0.402101
0.418505,-0.140553,-0.0937785,0.540204
0.326454,-0.199762,-0.0403552,0.589267
0.214426,-0.218266,-0.00156419,0.53911
0.100149,-0.211146,0.0176927,0.403842
-0.00685097,-0.192595,0.0243344,0.218413
-0.102811,-0.169997,0.0268603,0.0293685
-0.186081,-0.144305,0.0313446,-0.117576
-0.254366,-0.11265,0.0403667,-0.189559
-0.30357,-0.071683,0.0524418,-0.174805
-0.328438,-0.0208753,0.0626602,-0.0847876
-0.324607,0.0358265,0.0657944,0.0501171
-0.290736,0.0914733,0.0602704,0.190042
-0.229175,0.139725,0.0490412,0.297236
-0.144837,0.177407,0.0363242,0.346426
-0.0435394,0.20388,0.0236502,0.330989
0.068594,0.218004,0.00834645,0.263303
0.183997,0.215057,-0.015022,0.169436
0.291494,0.186423,-0.0498474,0.0800189
0.37533,0.124816,-0.0897192,0.0202363
0.418355,0.0340749,-0.11585,0.00205479
0.409687,-0.0661947,-0.111305,0.0210301
0.351139,-0.150656,-0.0800379,0.0585795
0.255731,-0.20467,-0.0423268,0.0888839
0.139856,-0.229402,-0.0137046,0.0881562
0.0167413,-0.233657,0.00406894,0.0432876
-0.104795,-0.224034,0.0177299,-0.0429075
-0.217772,-0.20075,0.0350187,-0.151562
-0.313888,-0.159285,0.0589169,-0.252862
-0.382444,-0.0963978,0.0835517,-0.314873
-0.412927,-0.0170376,0.0962346,-0.313406
-0.400065,0.0645721,0.0886476,-0.23989
-0.346984,0.132889,0.0661197,-0.104811
-0.26315,0.180675,0.0421362,0.0643905
-0.15905,0.210686,0.0258533,0.230388
-0.0423085,0.22956,0.0169053,0.355934
0.082303,0.240416,0.00769052,0.413774
0.209641,0.238241,-0.0126235,0.39361
0.329602,0.20971,-0.0520096,0.30412
0.42429,0.140763,-0.104186,0.169584
0.471461,0.0320937,-0.141997,0.0222793
0.455561,-0.0917177,-0.138491,-0.106939
0.377767,-0.196804,-0.0995762,-0.196959
0.253881,-0.26532,-0.0556439,-0.241195
0.102942,-0.301178,-0.0255882,-0.247545
-0.0606235,-0.314358,-0.00427243,-0.233822
-0.225414,-0.30436,0.026923,-0.220359
-0.375715,-0.255915,0.0828261,-0.222334
-0.486423,-0.152849,0.150664,-0.244357
-0.529528,-0.00536911,0.183443,-0.279035
-0.492134,0.141924,0.150242,-0.309865
-0.387402,0.244043,0.0810989,-0.317398
-0.243873,0.290454,0.0240463,-0.28652
-0.0870231,0.298385,-0.00607987,-0.212419
0.068083,0.285929,-0.0221372,-0.103251
0.212547,0.25755,-0.0421536,0.0213585
0.3363,0.205632,-0.0754645,0.135484
0.424453,0.122198,-0.113551,0.214077
0.461113,0.0137259,-0.132186,0.239927
0.438821,-0.0955796,-0.115439,0.208296
0.364436,-0.179924,-0.0756379,0.127974
0.254573,-0.23008,-0.0379904,0.0186013
0.125832,-0.253502,-0.0150705,-0.094683
-0.0107498,-0.261257,-0.00249703,-0.187569
-0.148318,-0.256892,0.012384,-0.241999
-0.278973,-0.23297,0.0418117,-0.249342
-0.388845,-0.175893,0.087495,-0.210808
-0.458072,-0.0796015,0.130647,-0.135533
-0.468815,0.0405801,0.141618,-0.0373997
-0.416544,0.152893,0.112822,0.0681744
-0.312809,0.232966,0.0685791,0.166557
-0.176264,0.278508,0.0345916,0.245011
-0.0224659,0.300308,0.0147973,0.292934
0.13824,0.304639,-0.00498403,0.30193
0.295101,0.282893,-0.0442821,0.266444
0.429259,0.214925,-0.109695,0.185199
0.512394,0.0902469,-0.172757,0.0631385
0.518911,-0.0672646,-0.184077,-0.0870302
0.444092,-0.20871,-0.13636,-0.244752
0.306628,-0.302304,-0.0756719,-0.383824
0.132056,-0.352454,-0.0379386,-0.47697
-0.0615,-0.376511,-0.0165611,-0.501985
-0.261407,-0.373867,0.022549,-0.44789
-0.446923,-0.314773,0.111327,-0.319207
-0.578458,-0.165876,0.225989,-0.13676
-0.610117,0.0523785,0.268455,0.0657162
-0.525423,0.257268,0.19571,0.248637
-0.351626,0.385133,0.0939647,0.375658
-0.130504,0.442825,0.0367298,0.422397
0.109832,0.461715,0.00606515,0.382388
0.350037,0.436734,-0.0626579,0.268572
0.555119,0.317752,-0.20689,0.109883
0.664782,0.0780089,-0.336234,-0.0561147
0.630266,-0.203431,-0.301353,-0.192475
0.4638,-0.404587,-0.154353,-0.271435
0.221981,-0.494689,-0.0497691,-0.28004
-0.0478533,-0.519595,-0.00665904,-0.221521
-0.319051,-0.496547,0.0588736,-0.112412
-0.555615,-0.375065,0.216341,0.0233566
-0.690809,-0.112413,0.378682,0.161374
-0.664176,0.208779,0.34896,0.282546
-0.485862,0.440092,0.17507,0.37622
-0.221619,0.541756,0.0552418,0.44009
0.0743468,0.571302,0.0116927,0.477445
0.372902,0.546126,-0.0687273,0.493157
0.629705,0.395091,-0.273432,0.490099
0.760598,0.0731587,-0.455889,0.467372
0.700153,-0.288026,-0.362357,0.420937
0.481189,-0.506316,-0.132163,0.346336
0.192284,-0.568171,-0.00797001,0.24233
-0.106976,-0.558034,0.0309364,0.113981
-0.388721,-0.49611,0.10935,-0.0261954
-0.612317,-0.324647,0.279091,-0.15967
-0.709814,-0.0270649,0.395064,-0.26578
-0.63975,0.277258,0.294365,-0.326971
-0.438887,0.455174,0.108694,-0.333899
-0.180789,0.506025,0.00650418,-0.288764
0.0854572,0.495671,-0.0299593,-0.205756
0.335946,0.443063,-0.0892191,-0.108304
0.539716,0.309372,-0.213652,-0.0236842
0.645234,0.0742416,-0.319021,0.0236436
0.61326,-0.18907,-0.277496,0.0182648
0.459241,-0.373218,-0.139681,-0.0420417
0.236957,-0.453066,-0.0412091,-0.145354
-0.0093567,-0.47317,-0.00433596,-0.268158
-0.257516,-0.459713,0.0348251,-0.380827
-0.484172,-0.381915,0.141421,-0.454702
-0.641646,-0.192047,0.288714,-0.469057
-0.672903,0.0793157,0.326044,-0.416239
-0.564354,0.313313,0.204063,-0.303696
-0.36167,0.433252,0.0676548,-0.152382
-0.121605,0.465672,0.00578855,0.00813531
0.124029,0.459742,-0.0192233,0.14668
0.357964,0.416272,-0.0792562,0.237886
0.549901,0.291418,-0.203588,0.268178
0.648449,0.0661607,-0.306721,0.238794
0.614903,-0.187264,-0.267398,0.165028
0.463796,-0.364759,-0.134708,0.0718705
0.247026,-0.440892,-0.0377646,-0.0128532
0.00808287,-0.457226,0.000757165,-0.0660225
-0.23058,-0.439971,0.0383356,-0.0753771
-0.446961,-0.364644,0.132315,-0.0425556
-0.598751,-0.190318,0.26261,0.0178901
-0.634766,0.0603772,0.305328,0.0832787
-0.539112,0.287182,0.208484,0.130038
